group_id,page_id,qa_id,question,answer,similarity_score,action,kept_qa_id
exact-060,00-torque-specs-035,00-torque-specs-035-q01,What is the torque specification for the banjo bolt to VANOS controller?,32 Nm using M14 x 1.5 screw.,1.0,dropped,bmwtorquespecs-035-q01
exact-061,bmwtorquespecs-038,bmwtorquespecs-038-q01,What is the torque specification for the oil filter drain plug hollow bolt?,The hollow bolt for the oil filter drain plug (4AZ) should be torqued to 20 Nm using an M21/S38 screw type.,1.0,kept,bmwtorquespecs-038-q01
exact-061,00-torque-specs-038,00-torque-specs-038-q01,What is the torque specification for the oil filter drain plug hollow bolt?,20 Nm for M21/S38 hollow bolt.,1.0,dropped,bmwtorquespecs-038-q01
exact-062,00-torque-specs-039,00-torque-specs-039-q01,What is the torque specification for the oil cooler oil pipes to oil filter housing?,22 Nm using M8 screw for all types.,1.0,kept,00-torque-specs-039-q01
exact-062,00-torque-specs-11-29,00-torque-specs-11-29-q01,What is the torque specification for the oil cooler oil pipes to oil filter housing?,22 Nm using M8 screws.,1.0,dropped,00-torque-specs-039-q01
exact-063,00-torque-specs-039,00-torque-specs-039-q02,What torque should be applied to the oil pipes to turbocharger connection?,22 Nm using M8 screw for all types.,1.0,kept,00-torque-specs-039-q02
exact-063,00-torque-specs-11-29,00-torque-specs-11-29-q03,What torque should be applied to the oil pipes to turbocharger connection?,22 Nm using M8 screws.,1.0,dropped,00-torque-specs-039-q02
exact-064,00-torque-specs-040,00-torque-specs-040-q03,Which section of the manual covers water pump and drive specifications?,Section 11 51 Water Pump and Drive,1.0,kept,00-torque-specs-040-q03
exact-064,bmwtorquespecs-040,bmwtorquespecs-040-q03,Which section of the manual covers Water Pump and Drive specifications?,Section 11 51,1.0,dropped,00-torque-specs-040-q03
exact-065,00-torque-specs-040,00-torque-specs-040-q10,How many different screw sizes are specified for water pump to crankcase installation?,Two different screw sizes are specified: M8 and M6,1.0,kept,00-torque-specs-040-q10
exact-065,bmwtorquespecs-040,bmwtorquespecs-040-q07,How many different screw sizes are specified for water pump to crankcase installation?,Two different screw sizes: M8 and M6,1.0,dropped,00-torque-specs-040-q10
exact-066,00-torque-specs-041,00-torque-specs-041-q03,What type of threads does the fan clutch coupling nut have?,Left-hand threads,1.0,kept,00-torque-specs-041-q03
exact-066,00-torque-specs-11-31,00-torque-specs-11-31-q02,What type of threads does the fan clutch coupling nut have?,Left-hand threads,1.0,dropped,00-torque-specs-041-q03
exact-066,bmwtorquespecs-041,bmwtorquespecs-041-q02,What type of threads does the fan clutch coupling nut have?,Left-hand threads,1.0,dropped,00-torque-specs-041-q03
exact-067,00-torque-specs-11-32,00-torque-specs-11-32-q01,What is the torque specification for the thermostat housing bolts?,The thermostat housing bolts should be torqued to 10 Nm using M6 screws.,1.0,kept,00-torque-specs-11-32-q01
exact-067,00-torque-specs-042,00-torque-specs-042-q01,What is the torque specification for the thermostat housing bolts?,The thermostat housing bolts require 10 Nm of torque with M6 screws.,1.0,dropped,00-torque-specs-11-32-q01
exact-068,00-torque-specs-042,00-torque-specs-042-q02,What size screws are used for the thermostat housing?,M6 screws are used for the thermostat housing.,1.0,kept,00-torque-specs-042-q02
exact-068,00-torque-specs-11-32,00-torque-specs-11-32-q02,What size screws are used for the thermostat housing?,M6 screws are used for the thermostat housing.,1.0,dropped,00-torque-specs-042-q02
exact-069,00-torque-specs-11-32,00-torque-specs-11-32-q03,What is the torque specification for the bleeder screw?,The bleeder screw should be torqued to 8 Nm using M8 threads.,1.0,kept,00-torque-specs-11-32-q03
exact-069,00-torque-specs-042,00-torque-specs-042-q03,What is the torque specification for the bleeder screw?,The bleeder screw requires 8 Nm of torque with M8 screws.,1.0,dropped,00-torque-specs-11-32-q03
exact-070,00-torque-specs-042,00-torque-specs-042-q07,Do these torque specifications apply to all vehicle types?,"Yes, both specifications show 'All' in the Type column, indicating they apply to all vehicle variants.",1.0,kept,00-torque-specs-042-q07
exact-070,00-torque-specs-11-30,00-torque-specs-11-30-q06,Do these torque specifications apply to all vehicle types?,"Yes, both specifications show 'All' in the Type column",1.0,dropped,00-torque-specs-042-q07
exact-071,00-torque-specs-042,00-torque-specs-042-q09,What is the reference code for the bleeder screw specification?,The reference code for the bleeder screw specification is 2AZ.,1.0,kept,00-torque-specs-042-q09
exact-071,bmwtorquespecs-042,bmwtorquespecs-042-q09,What is the reference code for the bleeder screw specification?,The reference code for the bleeder screw is 2AZ.,1.0,dropped,00-torque-specs-042-q09
exact-072,00-torque-specs-043,00-torque-specs-043-q06,What is the difference in torque between M8 and M6 screws on the intake manifold?,"M8 screws require 22 Nm while M6 screws require 10 Nm, a difference of 12 Nm",1.0,kept,00-torque-specs-043-q06
exact-072,00-torque-specs-11-33,00-torque-specs-11-33-q06,What is the difference in torque between M8 and M6 screws on the intake manifold?,"M8 screws require 22 Nm while M6 screws require 10 Nm, a difference of 12 Nm",1.0,dropped,00-torque-specs-043-q06
exact-073,00-torque-specs-044,00-torque-specs-044-q04,What is the torque specification for the upper row of staybolts installed with bolt cement?,22 Nm using M8 screws on all engine types.,1.0,kept,00-torque-specs-044-q04
exact-073,bmwtorquespecs-044,bmwtorquespecs-044-q05,What is the torque specification for the upper row of staybolts installed with bolt cement?,M8 bolts should be torqued to 22 Nm.,1.0,dropped,00-torque-specs-044-q04
exact-074,bmwtorquespecs-046,bmwtorquespecs-046-q01,What is the torque specification for the turbocharger to exhaust manifold connection?,"The turbocharger to exhaust manifold (1AZ) requires 25 Nm torque with M10 screws for M21 type, and 45 Nm for M30/M51/M41 types.",1.0,kept,bmwtorquespecs-046-q01
exact-074,00-torque-specs-046,00-torque-specs-046-q01,What is the torque specification for the turbocharger to exhaust manifold connection?,"25 Nm using M10 screws for M21 type, and 45 Nm for M30/M51/M41 types.",1.0,dropped,bmwtorquespecs-046-q01
exact-075,bmwtorquespecs-046,bmwtorquespecs-046-q03,How much torque should be applied to the ring nut to exhaust manifold?,The ring nut to exhaust manifold (3AZ) should be torqued to 220 Nm for M30 type.,1.0,kept,bmwtorquespecs-046-q03
exact-075,00-torque-specs-046,00-torque-specs-046-q03,How much torque should be applied to the ring nut to exhaust manifold?,220 Nm for M30 type.,1.0,dropped,bmwtorquespecs-046-q03
exact-076,bmwtorquespecs-046,bmwtorquespecs-046-q04,What is the torque specification for screws to bypass valve?,The screws to bypass valve (4AZ) require 10 Nm torque using M6 screws for M30 type.,1.0,kept,bmwtorquespecs-046-q04
exact-076,00-torque-specs-046,00-torque-specs-046-q04,What is the torque specification for screws to bypass valve?,10 Nm using M6 screws for M30 type.,1.0,dropped,bmwtorquespecs-046-q04
exact-077,00-torque-specs-11-36,00-torque-specs-11-36-q06,What is the torque specification for the oil return flange to turbocharger?,22 Nm for the M30 oil return flange to turbocharger with M8 bolts.,1.0,kept,00-torque-specs-11-36-q06
exact-077,00-torque-specs-046,00-torque-specs-046-q06,What is the torque specification for the oil return flange to turbocharger?,22 Nm using M8 screws for M30 type.,1.0,dropped,00-torque-specs-11-36-q06
exact-078,00-torque-specs-049,00-torque-specs-049-q06,What unit of measurement is used for the oxygen sensor torque specification?,Nm (Newton meters),1.0,kept,00-torque-specs-049-q06
exact-078,00-torque-specs-11-39,00-torque-specs-11-39-q05,What unit of measurement is used for the oxygen sensor torque specification?,Nm (Newton meters),1.0,dropped,00-torque-specs-049-q06
exact-079,00-torque-specs-051,00-torque-specs-051-q06,What is the difference in torque between M20 and M10/M30 distributor screws?,"M20 screws require 22 Nm while M10/M30 screws require 10 Nm, a difference of 12 Nm",1.0,kept,00-torque-specs-051-q06
exact-079,00-torque-specs-12-01,00-torque-specs-12-01-q07,What is the difference in torque between M20 and M10/M30 distributor screws?,12 Nm difference (M20 at 22 Nm vs M10/M30 at 10 Nm),1.0,dropped,00-torque-specs-051-q06
exact-080,00-torque-specs-12-02,00-torque-specs-12-02-q04,What is the difference in torque between M12x1.25 and M14x1.25 spark plugs?,The M14x1.25 spark plugs require 7 Nm more torque (30 ± 3 Nm) compared to M12x1.25 spark plugs (23 ± 3 Nm).,1.0,kept,00-torque-specs-12-02-q04
exact-080,00-torque-specs-052,00-torque-specs-052-q05,What is the difference in torque between M12x1.25 and M14x1.25 spark plugs?,The M14x1.25 spark plugs require 7 Nm more torque (30 ± 3 Nm) compared to M12x1.25 spark plugs (23 ± 3 Nm),1.0,dropped,00-torque-specs-12-02-q04
exact-081,00-torque-specs-053,00-torque-specs-053-q01,What is the torque specification for ignition coil Terminal 1?,3.0 Nm (ft. lbs.),1.0,kept,00-torque-specs-053-q01
exact-081,00-torque-specs-12-03,00-torque-specs-12-03-q01,What is the torque specification for ignition coil Terminal 1?,3.0 Nm (ft. lbs.),1.0,dropped,00-torque-specs-053-q01
exact-081,bmwtorquespecs-053,bmwtorquespecs-053-q01,What is the torque specification for ignition coil Terminal 1?,3.0 Nm (ft. lbs.),1.0,dropped,00-torque-specs-053-q01
exact-082,00-torque-specs-053,00-torque-specs-053-q02,What torque should be applied to ignition coil Terminal 15?,4.5 Nm (ft. lbs.),1.0,kept,00-torque-specs-053-q02
exact-082,00-torque-specs-12-03,00-torque-specs-12-03-q02,What torque should be applied to ignition coil Terminal 15?,4.5 Nm (ft. lbs.),1.0,dropped,00-torque-specs-053-q02
exact-083,00-torque-specs-054,00-torque-specs-054-q01,What is the torque specification for the TCI control unit?,2.5 Nm (ft. lbs.),1.0,kept,00-torque-specs-054-q01
exact-083,bmwtorquespecs-054,bmwtorquespecs-054-q01,What is the torque specification for the TCI control unit?,2.5 Nm (ft. lbs.),1.0,dropped,00-torque-specs-054-q01
exact-084,00-torque-specs-054,00-torque-specs-054-q05,What is the torque specification for the cover on control unit box for E38 models?,4.4 Nm (ft. lbs.),1.0,kept,00-torque-specs-054-q05
exact-084,00-torque-specs-12-04,00-torque-specs-12-04-q05,What is the torque specification for the cover on control unit box for E38 models?,4.4 Nm (ft. lbs.),1.0,dropped,00-torque-specs-054-q05
exact-085,00-torque-specs-054,00-torque-specs-054-q10,What section of the manual does this torque specification table belong to?,"Section 12-4 Engine Electrical System, subsection 12 14 Electronic Shift Units or Control Units",1.0,kept,00-torque-specs-054-q10
exact-085,00-torque-specs-060,00-torque-specs-060-q07,What section of the manual does this torque specification table belong to?,"Section 12-10 Engine Electrical Equipment, subsection 12 42 Wires to starter.",1.0,dropped,00-torque-specs-054-q10
exact-085,00-torque-specs-128,00-torque-specs-128-q06,What section of the manual does this torque specification table belong to?,Section 61-3 General Electrical system,1.0,dropped,00-torque-specs-054-q10
exact-085,bmwtorquespecs-020,bmwtorquespecs-020-q09,What section of the manual does this torque specification table belong to?,"Section 11-10 Engine, subsection 11 12 Cylinder Head and Cover",1.0,dropped,00-torque-specs-054-q10
exact-085,bmwtorquespecs-028,bmwtorquespecs-028-q10,What section of the manual does this torque specification table belong to?,"Section 11-18 Engine, specifically 11 24 Connecting Rods and Bearings",1.0,dropped,00-torque-specs-054-q10
exact-085,bmwtorquespecs-030,bmwtorquespecs-030-q08,What section of the manual does this torque specification table belong to?,"11 - 20 Engine, specifically 11 28 V-ribbed belt with tension and deflection element",1.0,dropped,00-torque-specs-054-q10
exact-085,bmwtorquespecs-050,bmwtorquespecs-050-q07,What section of the manual does this torque specification table belong to?,"11 - 40 Engine, specifically 11 81 Engine Suspension",1.0,dropped,00-torque-specs-054-q10
exact-085,bmwtorquespecs-062,bmwtorquespecs-062-q06,What section of the manual does this torque specification table belong to?,"12 - 12 Engine Electrical Equipment, section 12 51 Engine wiring harness.",1.0,dropped,00-torque-specs-054-q10
exact-085,bmwtorquespecs-064,bmwtorquespecs-064-q10,What section of the manual does this torque specification table belong to?,"12 - 14 Engine electrics, section 12 62 Coolant Temperature",1.0,dropped,00-torque-specs-054-q10
exact-085,bmwtorquespecs-111,bmwtorquespecs-111-q08,What section of the manual does this torque specification table belong to?,"Section 24-9 Automatic Transmission, specifically 24 30 Hydr./elec.control elements.",1.0,dropped,00-torque-specs-054-q10
exact-086,00-torque-specs-057,00-torque-specs-057-q03,What is the torque specification for the alternator pulley?,45 Nm (ft. lbs.),1.0,kept,00-torque-specs-057-q03
exact-086,00-torque-specs-12-07,00-torque-specs-12-07-q05,What is the torque specification for the alternator pulley?,45 Nm (ft. lbs.),1.0,dropped,00-torque-specs-057-q03
exact-087,00-torque-specs-057,00-torque-specs-057-q05,What is the torque specification for the alternator rear holder?,3.5 Nm (ft. lbs.),1.0,kept,00-torque-specs-057-q05
exact-087,00-torque-specs-12-07,00-torque-specs-12-07-q07,What is the torque specification for the alternator rear holder?,3.5 Nm (ft. lbs.),1.0,dropped,00-torque-specs-057-q05
exact-088,00-torque-specs-058,00-torque-specs-058-q09,How many different screw sizes are specified for the regulator switch?,Two different screw sizes: M4 and M5,1.0,kept,00-torque-specs-058-q09
exact-088,00-torque-specs-12-08,00-torque-specs-12-08-q04,How many different screw sizes are specified for the regulator switch?,Two different screw sizes: M4 and M5,1.0,dropped,00-torque-specs-058-q09
